prophage_contig_name,all_activate_count,stool_activate_count,capsule_activate_count,saliva_activate_count,all_dormant_count,stool_dormant_count,capsule_dormant_count,saliva_dormant_count,all_undetected_count,stool_undetected_count,capsule_undetected_count,saliva_undetected_count,all_active_sample,contig,sample,bin_name,fastani_classification,checkm_marker_lineage,taxonomy,annotated,active
C17_2-k141_138466,1,0,1,0,245,58,159,28,13,0,12,1,O4_2,k141_138466,C17_2,C17_2.bin.76,NA,k__Bacteria (UID203),k__Bacteria (UID203),yes,yes
C17_2-k141_150547,15,3,12,0,174,55,114,5,70,0,46,24,"A11_2,A3_2,A7_2,G20_2,H19_2,H1_2,H21_2,H3_2,J19_2,J3_2,O10_2,O20_2,O2_2,O4_2,O8_2",NA,NA,NA,NA,NA,NA,no,yes
C17_2-k141_32380,0,0,0,0,181,56,101,24,78,2,71,5,NA,NA,NA,NA,NA,NA,NA,no,yes
C17_2-k141_70316,0,0,0,0,233,58,149,26,26,0,23,3,NA,k141_70316,C17_2,C17_2.bin.71,NA,o__Clostridiales (UID1212),o__Clostridiales (UID1212),yes,no
C17_2-k141_75991,0,0,0,0,204,58,127,19,55,0,45,10,NA,NA,NA,NA,NA,NA,NA,no,no
C18_2-k141_22054,0,0,0,0,246,57,162,27,13,1,10,2,NA,k141_22054,C18_2,C18_2.bin.1,NA,k__Bacteria (UID2372),k__Bacteria (UID2372),yes,no
C18_2-k141_3893,11,3,8,0,225,55,144,26,23,0,20,3,"A16_2,A18_2,A6_2,C12_2,E14_2,E20_2,E2_2,E4_2,E6_2,E8_2,G13_2,G17_2,G19_2,H11_2,J9_2",k141_3893,C18_2,C18_2.bin.6,NA,o__Bacteroidales (UID2654),o__Bacteroidales (UID2654),yes,yes
C19_1-k141_57050,2,0,2,0,239,58,157,24,18,0,13,5,"H15_1,H23_1,O19_1",k141_57050,C19_1,C19_1.bin.25,NA,f__Lachnospiraceae (UID1286),f__Lachnospiraceae (UID1286),yes,yes
C19_2-k141_15996,0,0,0,0,257,58,170,29,2,0,2,0,NA,k141_15996,C19_2,C19_2.bin.20,NA,o__Clostridiales (UID1212),o__Clostridiales (UID1212),yes,no
C19_2-k141_166749,1,0,1,0,229,58,149,22,29,0,22,7,O4_2,NA,NA,NA,NA,NA,NA,no,yes
C19_2-k141_194513,1,0,1,0,229,58,156,15,29,0,15,14,O4_2,NA,NA,NA,NA,NA,NA,no,yes
C19_2-k141_268759,6,3,3,0,215,55,131,29,38,0,38,0,"B3_2,C11_2,C15_2,C17_2,O12_2,O22_2",k141_268759,C19_2,C19_2.bin.45,NA,k__Bacteria (UID203),k__Bacteria (UID203),yes,yes
C19_2-k141_56003,0,0,0,0,258,58,171,29,1,0,1,0,NA,k141_56003,C19_2,C19_2.bin.2,NA,o__Clostridiales (UID1212),o__Clostridiales (UID1212),yes,yes
C1_2-k141_177166,13,0,13,0,214,56,137,21,32,2,22,8,"G10_2,G18_2,G20_2,G22_2,G2_2,G4_2,I2_2,J13_2,J17_2,K22_2,M10_2,M14_2,M2_2",k141_177166,C1_2,C1_2.bin.44,NA,p__Bacteroidetes (UID2605),p__Bacteroidetes (UID2605),yes,yes
C1_2-k141_185643,0,0,0,0,220,58,146,16,39,0,26,13,NA,k141_185643,C1_2,C1_2.bin.17,NA,o__Clostridiales (UID1212),o__Clostridiales (UID1212),yes,yes
C1_2-k141_202200,3,1,2,0,209,55,128,26,47,2,42,3,"C15_1,E20_2,M14_2",k141_202200,C1_2,C1_2.bin.44,NA,p__Bacteroidetes (UID2605),p__Bacteroidetes (UID2605),yes,yes
C1_2-k141_31614,0,0,0,0,11,9,2,0,248,49,170,29,NA,NA,NA,NA,NA,NA,NA,no,no
C1_2-k141_72769,11,0,11,0,227,58,143,26,21,0,18,3,"J17_2,K12_2,K14_2,K16_2,K20_2,K22_2,M10_2,M12_2,M14_2,M2_2,M5_2,M6_2,M8_2",NA,NA,NA,NA,NA,NA,no,yes
C1_2-k141_94561,0,0,0,0,77,53,24,0,182,5,148,29,NA,NA,NA,NA,NA,NA,NA,no,no
C20_2-k141_10780,0,0,0,0,228,58,141,29,31,0,31,0,NA,k141_10780,C20_2,C20_2.bin.5,NA,o__Selenomonadales (UID1024),o__Selenomonadales (UID1024),yes,no
C20_2-k141_11996,1,0,1,0,235,58,149,28,23,0,22,1,C18_2,k141_11996,C20_2,C20_2.bin.6,NA,o__Clostridiales (UID1226),o__Clostridiales (UID1226),yes,yes
C20_2-k141_14272,1,0,1,0,191,57,127,7,67,1,44,22,C18_2,NA,NA,NA,NA,NA,NA,no,yes
C20_2-k141_15705,1,1,0,0,237,57,160,20,21,0,12,9,C7_1,NA,NA,NA,NA,NA,NA,no,yes
C20_2-k141_21354,1,0,1,0,155,37,107,11,103,21,64,18,D23_2,NA,NA,NA,NA,NA,NA,no,yes
C21_2-k141_186182,9,4,5,0,212,53,140,19,38,1,27,10,"E3_2,E5_2,E7_2,E9_2,H11_2,H1_2,H21_2,H3_2,H7_2,H9_2,J3_2",NA,NA,NA,NA,NA,NA,no,yes
C21_2-k141_193279,0,0,0,0,235,57,149,29,24,1,23,0,NA,k141_193279,C21_2,C21_2.bin.51,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A succinatutens,o__Selenomonadales (UID1024),d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A succinatutens,yes,no
C21_2-k141_267729,0,0,0,0,231,58,151,22,28,0,21,7,NA,NA,NA,NA,NA,NA,NA,no,no
C21_2-k141_273057,1,0,1,0,234,58,153,23,24,0,18,6,H3_2,k141_273057,C21_2,C21_2.bin.67,NA,o__Clostridiales (UID1212),o__Clostridiales (UID1212),yes,yes
C21_2-k141_34568,0,0,0,0,203,56,137,10,56,2,35,19,NA,k141_34568,C21_2,C21_2.bin.67,NA,o__Clostridiales (UID1212),o__Clostridiales (UID1212),yes,no
C21_2-k141_65632,7,7,0,0,154,48,98,8,98,3,74,21,"C21_2,C23_2,E11_2,E1_2,E3_2,E5_2,E9_2",NA,NA,NA,NA,NA,NA,no,yes
C22_2-k141_1701,0,0,0,0,224,58,158,8,35,0,14,21,NA,NA,NA,NA,NA,NA,NA,no,yes
C22_2-k141_37635,10,3,7,0,238,55,155,28,11,0,10,1,"A16_2,A18_2,C12_2,E14_2,E20_2,E2_2,E4_2,E6_2,E8_2,G13_2,G17_2,G19_2,H11_2,J9_2",k141_37635,C22_2,C22_2.bin.12,NA,o__Bacteroidales (UID2654),o__Bacteroidales (UID2654),yes,yes
C23_1-k141_18099,2,0,2,0,219,58,157,4,38,0,13,25,"B19_1,D17_1,F17_1,L17_1",k141_18099,C23_1,C23_1.bin.11,NA,o__Clostridiales (UID1226),o__Clostridiales (UID1226),yes,yes
C23_1-k141_39005,0,0,0,0,210,57,145,8,49,1,27,21,NA,NA,NA,NA,NA,NA,NA,no,no
C23_1-k141_51929,1,0,1,0,250,58,164,28,8,0,7,1,"F17_1,M15_2,M17_2",k141_51929,C23_1,C23_1.bin.4,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans,o__Clostridiales (UID1226),d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans,yes,yes
C23_2-k141_163814,4,0,4,0,233,57,151,25,22,1,17,4,"B17_1,D17_1,F17_1,P15_1",k141_163814,C23_2,C23_2.bin.17,NA,k__Bacteria (UID203),k__Bacteria (UID203),yes,yes
C23_2-k141_164129,0,0,0,0,170,58,106,6,89,0,66,23,NA,k141_164129,C23_2,C23_2.bin.20,NA,f__Lachnospiraceae (UID1286),f__Lachnospiraceae (UID1286),yes,yes
C23_2-k141_191701,7,4,3,0,164,51,109,4,88,3,60,25,"C21_2,C23_2,E1_2,E9_2,H19_2,H3_2,J3_2",NA,NA,NA,NA,NA,NA,no,yes
C23_2-k141_20906,0,0,0,0,232,58,149,25,27,0,23,4,NA,k141_20906,C23_2,C23_2.bin.22,NA,o__Clostridiales (UID1212),o__Clostridiales (UID1212),yes,no
C23_2-k141_82160,0,0,0,0,201,58,130,13,58,0,42,16,NA,k141_82160,C23_2,C23_2.bin.17,NA,k__Bacteria (UID203),k__Bacteria (UID203),yes,no
C23_2-k141_92874,1,0,1,0,217,56,132,29,41,2,39,0,H3_2,NA,NA,NA,NA,NA,NA,no,yes
C2_2-k141_49953,8,2,6,0,232,56,149,27,19,0,17,2,"A16_2,A18_2,C12_2,E14_2,E20_2,E2_2,E4_2,E6_2,E8_2,G17_2,G19_2,H11_2",k141_49953,C2_2,C2_2.bin.9,NA,o__Bacteroidales (UID2654),o__Bacteroidales (UID2654),yes,yes
C3_2-k141_112494,17,5,12,0,190,48,113,29,52,5,47,0,"C3_2,C5_2,C7_2,C9_2,I1_2,J17_2,K14_2,K16_2,K20_2,K22_2,M10_2,M12_2,M14_2,M18_2,M2_2,M6_2,M8_2",NA,NA,NA,NA,NA,NA,no,yes
C3_2-k141_154052,7,0,7,0,252,58,165,29,0,0,0,0,"K14_2,K16_2,M10_2,M14_2,M2_2,M6_2,M8_2",k141_154052,C3_2,C3_2.bin.11,NA,o__Clostridiales (UID1212),o__Clostridiales (UID1212),yes,yes
C3_2-k141_166963,0,0,0,0,224,58,148,18,35,0,24,11,NA,NA,NA,NA,NA,NA,NA,no,yes
C3_2-k141_45883,10,0,10,0,222,58,144,20,27,0,18,9,"J17_2,K14_2,K16_2,K20_2,K22_2,M10_2,M14_2,M2_2,M6_2,M8_2",NA,NA,NA,NA,NA,NA,no,yes
C3_2-k141_68830,0,0,0,0,224,58,140,26,35,0,32,3,NA,NA,NA,NA,NA,NA,NA,no,yes
C3_2-k141_9546,3,0,3,0,218,58,152,8,38,0,17,21,"K14_2,M10_2,M2_2",NA,NA,NA,NA,NA,NA,no,yes
C5_2-k141_113570,10,0,10,0,190,58,130,2,59,0,32,27,"J17_2,K14_2,K16_2,K20_2,K22_2,M10_2,M14_2,M2_2,M6_2,M8_2",NA,NA,NA,NA,NA,NA,no,yes
C5_2-k141_27383,0,0,0,0,238,57,159,22,21,1,13,7,NA,k141_27383,C5_2,C5_2.bin.13,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__,o__Clostridiales (UID1212),d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__,yes,no
C5_2-k141_46389,11,0,11,0,240,57,154,29,8,1,7,0,"J17_2,K12_2,K14_2,K16_2,K20_2,K22_2,M10_2,M12_2,M14_2,M2_2,M6_2,M8_2",NA,NA,NA,NA,NA,NA,no,yes
C5_2-k141_87282,0,0,0,0,242,58,157,27,17,0,15,2,NA,NA,NA,NA,NA,NA,NA,no,no
C7_1-k141_32628,0,0,0,0,215,58,140,17,44,0,32,12,NA,NA,NA,NA,NA,NA,NA,no,no
C7_1-k141_37404,0,0,0,0,258,58,171,29,1,0,1,0,NA,k141_37404,C7_1,C7_1.bin.15,NA,o__Clostridiales (UID1212),o__Clostridiales (UID1212),yes,yes
C7_1-k141_57264,0,0,0,0,230,58,149,23,29,0,23,6,NA,k141_57264,C7_1,C7_1.bin.15,NA,o__Clostridiales (UID1212),o__Clostridiales (UID1212),yes,yes
C7_1-k141_61083,0,0,0,0,258,58,171,29,1,0,1,0,NA,k141_61083,C7_1,C7_1.bin.8,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_E,o__Clostridiales (UID1212),d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_E,yes,yes
C7_1-k141_9170,0,0,0,0,259,58,172,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,no,no
C7_1-k141_92743,0,0,0,0,246,58,161,27,13,0,11,2,NA,k141_92743,C7_1,C7_1.bin.3,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum,o__Clostridiales (UID1212),d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum,yes,no
C7_2-k141_161170,0,0,0,0,50,28,22,0,209,30,150,29,NA,NA,NA,NA,NA,NA,NA,no,no
C7_2-k141_70725,6,0,6,0,243,58,156,29,10,0,10,0,"E20_2,J17_2,K22_2,M10_2,M14_2,M2_2",k141_70725,C7_2,C7_2.bin.44,NA,p__Bacteroidetes (UID2605),p__Bacteroidetes (UID2605),yes,yes
C8_2-k141_22197,2,0,2,0,246,58,159,29,11,0,11,0,"A10_2,O19_2",k141_22197,C8_2,C8_2.bin.21,NA,o__Bacteroidales (UID2621),o__Bacteroidales (UID2621),yes,yes
C8_2-k141_23067,7,0,7,0,223,58,137,28,29,0,28,1,"A10_2,A12_2,C18_2,C22_2,G20_2,O17_2,O19_2",k141_23067,C8_2,C8_2.bin.21,NA,o__Bacteroidales (UID2621),o__Bacteroidales (UID2621),yes,yes
C8_2-k141_4575,3,0,3,0,246,58,159,29,10,0,10,0,"A12_2,C18_2,P15_1",NA,NA,NA,NA,NA,NA,no,yes
C8_2-k141_7620,0,0,0,0,251,58,164,29,8,0,8,0,NA,NA,NA,NA,NA,NA,NA,no,no
C8_2-k141_7661,5,2,3,0,233,56,156,21,21,0,13,8,"A16_2,A22_2,C10_2,G21_2,G23_2,J9_2",k141_7661,C8_2,C8_2.bin.18,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena gnavus,f__Lachnospiraceae (UID1256),d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena gnavus,yes,yes
C9_1-k141_36107,0,0,0,0,225,58,155,12,34,0,17,17,NA,NA,NA,NA,NA,NA,NA,no,no
C9_1-k141_47960,0,0,0,0,233,58,153,22,26,0,19,7,NA,NA,NA,NA,NA,NA,NA,no,yes
C9_1-k141_9832,0,0,0,0,244,58,158,28,15,0,14,1,NA,k141_9832,C9_1,C9_1.bin.9,NA,k__Bacteria (UID203),k__Bacteria (UID203),yes,no
C9_2-k141_114537,0,0,0,0,203,57,146,0,56,1,26,29,NA,k141_114537,C9_2,C9_2.bin.34,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira rogosae,o__Clostridiales (UID1212),d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira rogosae,yes,no
C9_2-k141_33699,13,2,11,0,189,56,123,10,57,0,38,19,"C1_2,C3_2,J17_2,K12_2,K14_2,K16_2,K20_2,K22_2,M10_2,M12_2,M14_2,M2_2,M6_2,M8_2",k141_33699,C9_2,C9_2.bin.38,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_K,o__Clostridiales (UID1212),d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_K,yes,yes
C9_2-k141_59097,0,0,0,0,208,58,135,15,51,0,37,14,NA,NA,NA,NA,NA,NA,NA,no,yes
C9_2-k141_62051,17,5,12,0,211,51,131,29,31,2,29,0,"C3_2,C5_2,C7_2,C9_2,I1_2,J17_2,K12_2,K14_2,K16_2,K20_2,K22_2,M10_2,M12_2,M14_2,M16_2,M18_2,M2_2,M4_2,M6_2,M8_2",k141_62051,C9_2,C9_2.bin.16,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-495;s__CAG-495 sp001917125,k__Bacteria (UID2565),d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-495;s__CAG-495 sp001917125,yes,yes
C9_2-k141_78995,6,0,6,0,180,58,109,13,73,0,57,16,"K22_2,M10_2,M14_2,M2_2,M6_2,M8_2",NA,NA,NA,NA,NA,NA,no,yes
C9_2-k141_90044,14,4,10,0,239,54,156,29,6,0,6,0,"C1_2,C3_2,C5_2,I1_2,J17_2,K14_2,K16_2,K20_2,K22_2,M10_2,M14_2,M2_2,M6_2,M8_2",NA,NA,NA,NA,NA,NA,no,yes
D15_1-k141_56432,0,0,0,0,104,27,76,1,155,31,96,28,NA,NA,NA,NA,NA,NA,NA,no,no
D15_2-k141_22535,0,0,0,0,83,18,65,0,176,40,107,29,D19_2,NA,NA,NA,NA,NA,NA,no,yes
D15_2-k141_8824,1,0,1,0,251,58,164,29,7,0,7,0,D21_2,NA,NA,NA,NA,NA,NA,no,yes
D17_1-k141_7332,1,0,1,0,242,58,160,24,16,0,11,5,"B19_1,F17_1",k141_7332,D17_1,D17_1.bin.1,NA,o__Clostridiales (UID1212),o__Clostridiales (UID1212),yes,yes
D17_2-k141_24953,0,0,0,0,108,26,79,3,151,32,93,26,NA,NA,NA,NA,NA,NA,NA,no,no
D1_2-k141_14665,0,0,0,0,66,19,46,1,193,39,126,28,NA,k141_14665,D1_2,D1_2.bin.16,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella_B;s__Klebsiella_B aerogenes,f__Enterobacteriaceae (UID5121),d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella_B;s__Klebsiella_B aerogenes,yes,no
D21_2-k141_31082,0,0,0,0,168,41,98,29,91,17,74,0,NA,k141_31082,D21_2,D21_2.bin.13,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus vestibularis,g__Streptococcus (UID684),d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus vestibularis,yes,no
D21_2-k141_44659,0,0,0,0,247,58,164,25,12,0,8,4,NA,k141_44659,D21_2,D21_2.bin.12,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae,o__Clostridiales (UID1226),d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae,yes,no
D23_2-k141_25913,0,0,0,0,244,58,158,28,15,0,14,1,NA,k141_25913,D23_2,D23_2.bin.5,NA,k__Bacteria (UID2372),k__Bacteria (UID2372),yes,no
D23_2-k141_26352,3,0,3,0,255,58,168,29,1,0,1,0,"D17_2,F13_2,F7_2",NA,NA,NA,NA,NA,NA,no,yes
D23_2-k141_3101,0,0,0,0,185,49,107,29,74,9,65,0,NA,k141_3101,D23_2,D23_2.bin.12,NA,o__Lactobacillales (UID544),o__Lactobacillales (UID544),yes,no
D23_2-k141_36037,0,0,0,0,238,56,153,29,21,2,19,0,D13_2,k141_36037,D23_2,D23_2.bin.3,NA,f__Enterobacteriaceae (UID5124),f__Enterobacteriaceae (UID5124),yes,yes
D23_2-k141_6028,0,0,0,0,222,57,136,29,37,1,36,0,NA,k141_6028,D23_2,D23_2.bin.15,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B faecium_B,o__Lactobacillales (UID544),d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B faecium_B,yes,no
D3_2-k141_15527,1,0,1,0,237,58,159,20,21,0,12,9,D3_2,k141_15527,D3_2,D3_2.bin.3,NA,o__Clostridiales (UID1226),o__Clostridiales (UID1226),yes,yes
D3_2-k141_43519,0,0,0,0,228,55,144,29,31,3,28,0,NA,k141_43519,D3_2,D3_2.bin.19,NA,g__Streptococcus (UID684),g__Streptococcus (UID684),yes,no
D9_2-k141_33402,0,0,0,0,254,58,167,29,5,0,5,0,NA,k141_33402,D9_2,D9_2.bin.18,NA,f__Lachnospiraceae (UID1286),f__Lachnospiraceae (UID1286),yes,no
E11_1-k141_11720,0,0,0,0,253,58,166,29,6,0,6,0,NA,k141_11720,E11_1,E11_1.bin.3,NA,o__Clostridiales (UID1226),o__Clostridiales (UID1226),yes,yes
E11_1-k141_1264,35,4,31,0,215,54,133,28,9,0,8,1,"A10_2,A12_2,A2_2,A4_2,A6_2,A8_2,B11_2,B13_2,C11_1,C9_1,E23_1,E3_1,E9_1,F23_1,G13_2,G15_2,G1_1,H15_1,I23_1,J23_1,K22_2,L15_1,L21_1,L23_1,M10_2,M13_2,M14_2,M18_2,M7_2,O11_2,O13_2,O15_2,O17_1,O17_2,O19_1,O21_1,O21_2,O23_1,O23_2,O2_2,O4_2,O7_2,O9_2",k141_1264,E11_1,E11_1.bin.8,NA,f__Lachnospiraceae (UID1286),f__Lachnospiraceae (UID1286),yes,yes
E11_1-k141_13932,0,0,0,0,236,58,161,17,23,0,11,12,NA,NA,NA,NA,NA,NA,NA,no,no
E11_1-k141_14869,0,0,0,0,258,58,171,29,1,0,1,0,K1_1,NA,NA,NA,NA,NA,NA,no,yes
E11_2-k141_5191,3,0,3,0,94,29,39,26,162,29,130,3,"H1_2,H3_2,J3_2",NA,NA,NA,NA,NA,NA,no,yes
E11_2-k141_77962,1,0,1,0,144,39,81,24,114,19,90,5,H1_2,NA,NA,NA,NA,NA,NA,no,yes
E13_2-k141_4351,0,0,0,0,227,58,142,27,32,0,30,2,NA,k141_4351,E13_2,E13_2.bin.5,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus,g__Bacteroides (UID2691),d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus,yes,no
E15_1-k141_54636,0,0,0,0,220,58,136,26,39,0,36,3,NA,NA,NA,NA,NA,NA,NA,no,yes
E15_1-k141_6291,3,0,3,0,214,58,135,21,42,0,34,8,"D15_1,O7_1,O9_1",NA,NA,NA,NA,NA,NA,no,yes
E17_1-k141_28919,0,0,0,0,180,47,130,3,79,11,42,26,NA,k141_28919,E17_1,E17_1.bin.8,NA,c__Deltaproteobacteria (UID3218),c__Deltaproteobacteria (UID3218),yes,no
E19_2-k141_17973,2,0,2,0,204,57,138,9,53,1,32,20,"D3_2,F7_2",NA,NA,NA,NA,NA,NA,no,yes
E19_2-k141_45215,0,0,0,0,242,58,161,23,17,0,11,6,NA,NA,NA,NA,NA,NA,NA,no,no
E19_2-k141_59697,0,0,0,0,222,58,147,17,37,0,25,12,NA,NA,NA,NA,NA,NA,NA,no,no
E1_1-k141_16089,2,1,1,0,212,56,127,29,45,1,44,0,"C9_1,E5_1,G3_1",NA,NA,NA,NA,NA,NA,no,yes
E1_2-k141_140482,0,0,0,0,233,58,157,18,26,0,15,11,NA,NA,NA,NA,NA,NA,NA,no,no
E1_2-k141_188985,3,3,0,0,203,55,147,1,53,0,25,28,"C17_1,C19_1,G19_2",NA,NA,NA,NA,NA,NA,no,yes
E20_2-k141_21061,10,0,10,0,219,58,136,25,30,0,26,4,"F23_1,G10_2,G18_2,G20_2,G22_2,G2_2,G4_2,H23_1,I2_2,J13_2,O17_1,O19_1",k141_21061,E20_2,E20_2.bin.19,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis,p__Bacteroidetes (UID2605),d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis,yes,yes
E20_2-k141_29998,1,0,1,0,243,58,157,28,15,0,14,1,"E14_2,E20_2",k141_29998,E20_2,E20_2.bin.16,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis,o__Bacteroidales (UID2621),d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis,yes,yes
E20_2-k141_32424,0,0,0,0,246,58,159,29,13,0,13,0,NA,k141_32424,E20_2,E20_2.bin.12,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus,o__Clostridiales (UID1212),d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus,yes,no
E20_2-k141_3272,0,0,0,0,246,58,159,29,13,0,13,0,NA,k141_3272,E20_2,E20_2.bin.4,NA,k__Bacteria (UID2982),k__Bacteria (UID2982),yes,no
E20_2-k141_34943,5,0,5,0,253,58,166,29,1,0,1,0,"J17_2,K22_2,M10_2,M14_2,M2_2",k141_34943,E20_2,E20_2.bin.19,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis,p__Bacteroidetes (UID2605),d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis,yes,yes
E23_1-k141_11645,0,0,0,0,223,58,159,6,36,0,13,23,NA,NA,NA,NA,NA,NA,NA,no,no
E23_1-k141_127123,0,0,0,0,212,58,147,7,47,0,25,22,NA,k141_127123,E23_1,E23_1.bin.43,NA,o__Clostridiales (UID1212),o__Clostridiales (UID1212),yes,no
E23_1-k141_60915,3,0,3,0,228,58,153,17,28,0,16,12,"E13_1,E3_1,E9_1,G21_1,G23_1,I1_1,L21_1,M1_2,M5_2,M7_2,N21_1",k141_60915,E23_1,E23_1.bin.43,NA,o__Clostridiales (UID1212),o__Clostridiales (UID1212),yes,yes
E23_1-k141_77083,4,0,4,0,205,58,146,1,50,0,22,28,"E3_1,G21_1,G23_1,I15_1,I19_1,I1_1,I21_1,I5_1,L21_1,M15_2,N21_1",k141_77083,E23_1,E23_1.bin.25,NA,o__Clostridiales (UID1226),o__Clostridiales (UID1226),yes,yes
E23_1-k141_96902,5,0,5,0,168,48,105,15,86,10,62,14,"E13_1,E19_1,E3_1,G15_1,G23_1,I19_1,I1_1,I21_1,K13_1,K15_1,K17_1,K19_1,L21_1,M13_2,M15_2,M1_2,M3_2,M5_2,M7_2,N21_1",NA,NA,NA,NA,NA,NA,no,yes
E23_2-k141_118187,4,0,4,0,213,58,140,15,42,0,28,14,"D17_2,D21_2,F13_2,F7_2",NA,NA,NA,NA,NA,NA,no,yes
E23_2-k141_118269,1,0,1,0,233,57,147,29,25,1,24,0,F13_2,k141_118269,E23_2,E23_2.bin.27,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_A;s__Bacteroides_A plebeius_A,o__Bacteroidales (UID2657),d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_A;s__Bacteroides_A plebeius_A,yes,yes
